OfficerID,CRID,Category,Allegation,Finding,Outcome,IncidentDate,Latitude,Longitude,Officer Gender,Officer Race,Officer Rank,Officer Age
11808,1075408,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2015,41.7516882,-87.5504401,M,White,Police Officer,33
29408,1079311,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2016,41.7517251,-87.5830962,M,White,Sergeant Of Police,36
11808,1079311,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2016,41.7517251,-87.5830962,M,White,Police Officer,33
18529,1079311,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2016,41.7517251,-87.5830962,M,White,Police Officer,33
28041,1088094,Use Of Force, No Injury,No Affidavit,Unknown,2018,41.7517542,-87.5867323,M,White,Police Officer,35
23600,1076419,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.7517806,-87.5601626,M,Black,Police Officer,52
18540,1076419,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.7517806,-87.5601626,M,Black,Police Officer,41
1652,1072399,Illegal Search,Search Of Premise Without Warrant,No Affidavit,No Action Taken,2014,41.7517986,-87.5601749,F,Hispanic,Police Officer,34
29942,1063405,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2013,41.7518717,-87.5528962,M,White,Sergeant Of Police,57
32141,1072631,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.7518717,-87.5528962,M,Hispanic,Po,48
32291,1072631,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.7518717,-87.5528962,M,Hispanic,Po,42
8346,1078543,Use Of Force,Unnecessary Physical Contact / On Duty ,Unknown,Unknown,2015,41.7518717,-87.5528962,M,Black,Police Officer,43
17599,1081277,Use Of Force,No Injury,No Affidavit,Unknown,2016,41.7518985,-87.7405187,M,Hispanic,Police Officer,43
4036,1062310,Use Of Force, Injury,No Affidavit,No Action Taken,2013,41.752021,-87.5781444,M,White,Po/Field Trning Off,54
135,1075030,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.7520221,-87.5527253,M,White,Po/Field Trning Off,48
2049,1075030,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.7520221,-87.5527253,M,White,Police Officer,35
32106,1074368,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.7520221,-87.5527253,M,White,Po,41
32421,1074368,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.7520221,-87.5527253,M,White,Po,47
19714,1069037,Illegal Search,Improper Search Of Person,Exonerated,No Action Taken,2013,41.7520548,-87.6444702,M,Black,Police Officer,50
687,1069037,Illegal Search,Improper Search Of Person,Exonerated,No Action Taken,2013,41.7520548,-87.6444702,M,Black,Police Officer,36
242,1066696,Use Of Force, Use Of Firearm / Off Duty ,Sustained,1 Day Suspension,2013,41.7520548,-87.6444702,M,Black,Po As Detective,38
21371,1072316,Use Of Force, Use Of Firearm / Off Duty ,Sustained,Violation Noted,2014,41.7520548,-87.6444702,M,Hispanic,Sergeant Of Police,50
12801,1069987,Use Of Force, Use Of Firearm / Off Duty ,Sustained,Violation Noted,2014,41.7520548,-87.6444702,F,Black,Police Officer,33
8992,1066878,Use Of Force, Use Of Firearm / Off Duty ,Sustained,Violation Noted,2014,41.7520548,-87.6444702,M,Black,Police Officer,59
2022,1067736,Use Of Force, Injury,Not Sustained,No Action Taken,2014,41.7520548,-87.6444702,M,White,Police Officer,34
3082,1073501,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.7520548,-87.6444702,M,Black,Police Officer,46
9704,1073501,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.7520548,-87.6444702,M,Hispanic,Police Officer,47
12590,1073901,Use Of Force, Use Of Firearm / Off Duty ,Unfounded,No Action Taken,2015,41.7520548,-87.6444702,M,Black,Police Officer,57
25879,1080335,Use Of Force,Miscellaneous,Sustained,Unknown,2016,41.7520548,-87.6444702,F,Black,Police Officer,44
18828,1079379,Use Of Force,Unnecessary Display Of Weapon / On Duty,No Affidavit,Unknown,2016,41.7520548,-87.6444702,M,Hispanic,Police Officer,48
20567,1079379,Use Of Force,Unnecessary Display Of Weapon / On Duty,No Affidavit,Unknown,2016,41.7520548,-87.6444702,M,Hispanic,Police Officer,34
4334,1085406,Illegal Search,Improper Search Of Person,Exonerated,Unknown,2017,41.7520548,-87.6444702,M,Hispanic,Police Officer,51
31538,1085406,Illegal Search,Improper Search Of Person,Sustained,4 Day Suspension,2017,41.7520548,-87.6444702,F,White,Police Officer,39
12147,1085406,Illegal Search,Improper Search Of Person,Not Sustained,Unknown,2017,41.7520548,-87.6444702,M,Hispanic,Police Officer,43
25799,1085406,Illegal Search,Improper Search Of Person,Exonerated,Unknown,2017,41.7520548,-87.6444702,M,White,Sergeant Of Police,49
12565,1083654,Use Of Force,Miscellaneous,Sustained,Unknown,2017,41.7520548,-87.6444702,F,Black,Sergeant Of Police,55
29992,1068119,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.7520583,-87.6589532,M,White,Sergeant Of Police,36
17634,1068119,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.7520583,-87.6589532,M,White,Po As Detective,40
16743,1075960,Use Of Force, Injury,Unfounded,No Action Taken,2015,41.7520895,-87.584185,F,White,Police Officer,41
17616,1075960,Use Of Force, Injury,Unfounded,No Action Taken,2015,41.7520895,-87.584185,M,Hispanic,Police Officer,39
32420,1063301,Use Of Force, Injury,Not Sustained,No Action Taken,2013,41.7522787,-87.6655084,M,White,Po,48
3808,1063301,Use Of Force, Injury,Not Sustained,No Action Taken,2013,41.7522787,-87.6655084,M,White,Sergeant Of Police,48
242,1068108,Use Of Force, Injury,Exonerated,No Action Taken,2013,41.7524995,-87.6122547,M,Black,Po As Detective,38
12234,1068108,Use Of Force, Injury,Unfounded,No Action Taken,2013,41.7524995,-87.6122547,M,Black,Po/Field Trning Off,37
24710,1085137,Use Of Force, Injury,Unknown,Unknown,2017,41.7525003,-87.657175,M,Hispanic,Police Officer,34
23462,1085137,Use Of Force, Injury,Unknown,Unknown,2017,41.7525003,-87.657175,M,Hispanic,Police Officer,35
4666,1085137,Use Of Force, Injury,Unknown,Unknown,2017,41.7525003,-87.657175,F,Hispanic,Police Officer,32
2193,1085137,Use Of Force, Injury,Unknown,Unknown,2017,41.7525003,-87.657175,F,White,Police Officer,31
2833,1085137,Use Of Force, Injury,Unknown,Unknown,2017,41.7525003,-87.657175,M,White,Police Officer,38
4185,1085137,Use Of Force, Injury,Unknown,Unknown,2017,41.7525003,-87.657175,F,Hispanic,Police Officer,30
16811,1085137,Use Of Force, Injury,Unknown,Unknown,2017,41.7525003,-87.657175,M,White,Police Officer,32
31844,1066484,Illegal Search,Search Of Premise Without Warrant,No Affidavit,No Action Taken,2013,41.7525557,-87.6472926,M,White,Sergeant Of Police,46
29844,1076780,Use Of Force, Use Of Firearm / Off Duty ,No Affidavit,No Action Taken,2015,41.752612,-87.5610218,M,Black,Sergeant Of Police,45
21921,1076780,Use Of Force, Use Of Firearm / Off Duty ,No Affidavit,No Action Taken,2015,41.752612,-87.5610218,M,Black,Police Officer,40
1945,1070415,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,2014,41.7527998,-87.5981834,M,Black,Police Officer,42
23152,1070415,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,2014,41.7527998,-87.5981834,M,White,Police Officer,35
18582,1070415,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,2014,41.7527998,-87.5981834,M,White,Sergeant Of Police,38
2069,1070415,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,2014,41.7527998,-87.5981834,M,Black,Po/Field Trning Off,36
17603,1070415,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,2014,41.7527998,-87.5981834,M,Hispanic,Police Officer,34
29270,1070415,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,2014,41.7527998,-87.5981834,M,Hispanic,Police Officer,42
26522,1070415,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,2014,41.7527998,-87.5981834,M,White,Po As Detective,38
495,1070415,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,2014,41.7527998,-87.5981834,M,Hispanic,Police Officer,33
6420,1070415,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,2014,41.7527998,-87.5981834,M,Hispanic,Police Officer,43
29768,1070415,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,2014,41.7527998,-87.5981834,M,White,Police Officer,33
17284,1070415,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,2014,41.7527998,-87.5981834,F,White,Police Officer,31
20567,1070415,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,2014,41.7527998,-87.5981834,M,Hispanic,Police Officer,34
31461,1070415,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,2014,41.7527998,-87.5981834,M,White,Police Officer,39
9580,1070415,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,2014,41.7527998,-87.5981834,M,Hispanic,Police Officer,34
32099,1070415,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,Unknown,2014,41.7527998,-87.5981834,M,Hispanic,Po,48
6602,1069105,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.7529744,-87.6033051,M,Asian/Pacific,Police Officer,39
19005,1069105,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.7529744,-87.6033051,M,White,Police Officer,36
18828,1069105,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.7529744,-87.6033051,M,Hispanic,Police Officer,48
24686,1065916,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.7529957,-87.6342238,M,Black,Police Officer,41
29517,1065916,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.7529957,-87.6342238,M,Hispanic,Police Officer,43
11099,1083721,Illegal Search,Improper Search Of Person,No Affidavit,Unknown,2017,41.7531333,-87.7071106,M,Hispanic,Police Officer,33
27374,1083721,Illegal Search,Improper Search Of Person,No Affidavit,Unknown,2017,41.7531333,-87.7071106,M,White,Police Officer,42
9611,1071672,Illegal Search,Improper Search Of Vehicle,Not Sustained,No Action Taken,2014,41.753373,-87.5648786,M,White,Po Assg Canine Handl,48
20177,1071672,Illegal Search,Improper Search Of Vehicle,Not Sustained,No Action Taken,2014,41.753373,-87.5648786,M,Black,Po/Field Trning Off,36
24926,1071672,Illegal Search,Improper Search Of Vehicle,Not Sustained,No Action Taken,2014,41.753373,-87.5648786,M,White,Sergeant Of Police,35
6561,1077011,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.7534295,-87.6556661,F,White,Police Officer,33
29516,1069297,Use Of Force, No Injury,Unfounded,No Action Taken,2014,41.7534315,-87.5602688,M,Hispanic,Police Officer,43
29436,1069297,Use Of Force, No Injury,Not Sustained,No Action Taken,2014,41.7534315,-87.5602688,M,Hispanic,Police Officer,40
22627,1067163,Use Of Force,Unnecessary Display Of Weapon / Off Duty,No Affidavit,No Action Taken,2014,41.753434,-87.7149141,M,Black,Police Officer,53
3986,1081975,Use Of Force,Civil Suits ,Unknown,Unknown,2015,41.7534389,-87.5523712,M,Hispanic,Police Officer,40
31119,1081975,Use Of Force,Civil Suits ,Unknown,Unknown,2015,41.7534389,-87.5523712,M,White,Police Officer,62
14479,1081975,Use Of Force,Civil Suits ,Unknown,Unknown,2015,41.7534389,-87.5523712,M,White,Police Officer,37
20447,1063316,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.7534519,-87.5616101,M,Black,Police Officer,58
21283,1064123,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.753502,-87.558874,M,White,Sergeant Of Police,39
14897,1064123,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.753502,-87.558874,M,White,Police Officer,46
17826,1077842,Illegal Search,Improper Search Of Person,Not Sustained,No Action Taken,2015,41.753752,-87.6735044,M,White,Police Officer,41
9350,1068529,Use Of Force, Injury,No Affidavit,No Action Taken,2014,41.7538526,-87.706639,M,Black,Police Officer,41
11400,1085481,Use Of Force,Push/Pull/Grab,Exonerated,1 Day Suspension,2017,41.7538628,-87.5825833,M,Black,Police Officer,49
30548,1064705,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.7540572,-87.6086674,M,Black,Police Officer,35
22504,1064705,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.7540572,-87.6086674,M,Black,Po/Field Trning Off,41
643,1064705,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.7540572,-87.6086674,M,Black,Police Officer,40
8668,1064592,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.7540627,-87.6505021,M,White,Police Officer,39
31870,1064592,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.7540627,-87.6505021,M,White,Po,45
25789,1085904,Use Of Force,Miscellaneous,Unknown,Unknown,2017,41.7542052,-87.6242468,M,White,Police Officer,34
26653,1085904,Use Of Force,Miscellaneous,Unknown,Unknown,2017,41.7542052,-87.6242468,M,White,Police Officer,32
18542,1062325,Use Of Force, Injury,Not Sustained,No Action Taken,2013,41.7542754,-87.644135,M,Black,Police Officer,36
30347,1038595,Use Of Force, No Injury,Exonerated,No Action Taken,2013,41.754292,-87.590773,M,Black,Police Officer,52
18542,1038595,Use Of Force, No Injury,Exonerated,No Action Taken,2013,41.754292,-87.590773,M,Black,Police Officer,36
20058,1062095,Use Of Force, Injury,Not Sustained,No Action Taken,2013,41.754314,-87.633567,F,White,Police Officer,37
16551,1062095,Use Of Force, Injury,Not Sustained,No Action Taken,2013,41.754314,-87.633567,M,Hispanic,Police Officer,38
26583,1076180,Use Of Force, Injury,Not Sustained,Unknown,2015,41.7544134,-87.646852,M,White,Sergeant Of Police,37
12066,1076180,Use Of Force, Injury,Not Sustained,Unknown,2015,41.7544134,-87.646852,M,Hispanic,Police Officer,31
14674,1076180,Use Of Force, Injury,Not Sustained,Unknown,2015,41.7544134,-87.646852,M,Black,Po/Field Trning Off,38
24186,1074574,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2015,41.7544352,-87.6765474,M,White,Police Officer,36
18571,1074574,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2015,41.7544352,-87.6765474,M,White,Police Officer,37
6168,1059631,Use Of Force, Injury,Exonerated,No Action Taken,2013,41.75444,-87.5574305,M,Black,Police Officer,42
12181,1068812,Use Of Force, No Injury,Exonerated,No Action Taken,2014,41.754612,-87.560992,M,White,Police Officer,41
32166,1069643,Use Of Force, Injury,Not Sustained,No Action Taken,2014,41.7547118,-87.6480355,M,Black,Sergeant Of Police,55
8041,1069643,Use Of Force, Injury,Not Sustained,No Action Taken,2014,41.7547118,-87.6480355,M,Native American/Alaskan Native,Police Officer,39
11808,1087678,Use Of Force,Unnecessary Physical Contact / On Duty ,Unfounded,Unknown,2017,41.754779,-87.6714436,M,White,Police Officer,33
18529,1087678,Use Of Force,Unnecessary Physical Contact / On Duty ,Unfounded,Unknown,2017,41.754779,-87.6714436,M,White,Police Officer,33
6591,1062511,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2013,41.755146,-87.562991,M,Hispanic,Po Asgn Evid. Techni,37
18711,1062511,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2013,41.755146,-87.562991,F,Hispanic,Police Officer,39
3044,1088342,Illegal Search,Improper Search Of Person,Sustained,2 Day Suspension,2018,41.755169,-87.565414,M,White,Police Officer,33
6681,1088342,Illegal Search,Improper Search Of Person,Exonerated,2 Day Suspension,2018,41.755169,-87.565414,M,Hispanic,Police Officer,38
31483,1060873,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.755499,-87.655121,M,White,Police Officer,40
22256,1060873,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.755499,-87.655121,M,Hispanic,Po/Field Trning Off,41
31805,1068205,Use Of Force, Injury,Exonerated,No Action Taken,2013,41.7555281,-87.5637881,M,White,Po,36
30226,1083672,Illegal Search,Miscellaneous,Unfounded,Unknown,2017,41.7555323,-87.6568414,M,Black,Police Officer,50
12804,1083672,Illegal Search,Miscellaneous,Unfounded,Unknown,2017,41.7555323,-87.6568414,M,White,Police Officer,35
12066,1083672,Illegal Search,Miscellaneous,Unfounded,Unknown,2017,41.7555323,-87.6568414,M,Hispanic,Police Officer,31
11701,1081847,Use Of Force, Injury,Unknown,Unknown,2016,41.7557898,-87.7120691,M,White,Police Officer,50
9475,1081847,Use Of Force, Injury,Unknown,Unknown,2016,41.7557898,-87.7120691,M,White,Police Officer,27
23314,1064361,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.7558097,-87.6445195,M,White,Police Officer,41
6866,1064361,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.7558097,-87.6445195,M,White,Police Officer,51
32166,1072069,Use Of Force,Unnecessary Physical Contact / Off Duty ,Unfounded,No Action Taken,2014,41.7558429,-87.6123319,M,Black,Sergeant Of Police,55
8300,1086047,Use Of Force,Take Down (Thrown To Ground),Exonerated,Unknown,2017,41.7558727,-87.6062757,M,White,Police Officer,36
5767,1086047,Use Of Force,Take Down (Thrown To Ground),Not Sustained,Unknown,2017,41.7558727,-87.6062757,M,White,Police Officer,36
19005,1086047,Use Of Force,Take Down (Thrown To Ground),Exonerated,Unknown,2017,41.7558727,-87.6062757,M,White,Police Officer,36
24186,1085529,Use Of Force,Civil Suits ,No Affidavit,Unknown,2015,41.7559297,-87.6735815,M,White,Police Officer,36
18571,1085529,Use Of Force,Civil Suits ,No Affidavit,Unknown,2015,41.7559297,-87.6735815,M,White,Police Officer,37
3793,1073535,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2015,41.7559711,-87.603064,M,Hispanic,Police Officer,47
22286,1073535,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2015,41.7559711,-87.603064,F,Hispanic,Police Officer,45
9239,1073535,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2015,41.7559711,-87.603064,M,Hispanic,Police Officer,33
8804,1069222,Use Of Force, No Injury,Unknown,Unknown,2014,41.7560889,-87.6417288,F,Asian/Pacific,Police Officer,34
22296,1061232,Use Of Force, Injury,Not Sustained,No Action Taken,2013,41.7561546,-87.6123704,M,Hispanic,Police Officer,49
6861,1061232,Use Of Force, Injury,Not Sustained,No Action Taken,2013,41.7561546,-87.6123704,M,Hispanic,Police Officer,40
16385,1067478,Illegal Search,Improper Search Of Person,Exonerated,No Action Taken,2014,41.756215,-87.5909966,M,White,Police Officer,45
21562,1073024,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.7562797,-87.6323122,M,White,Police Officer,35
3388,1073024,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.7562797,-87.6323122,F,White,Police Officer,38
19858,1087468,Use Of Force,Coercion ,Sustained,Unknown,2017,41.7563997,-87.6631991,F,Black,Police Officer,59
19005,1064313,Illegal Search,Improper Search Of Vehicle,Exonerated,No Action Taken,2013,41.7564334,-87.6247208,M,White,Police Officer,36
8300,1064313,Illegal Search,Improper Search Of Vehicle,Exonerated,No Action Taken,2013,41.7564334,-87.6247208,M,White,Police Officer,36
32166,1064313,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,No Action Taken,2013,41.7564334,-87.6247208,M,Black,Sergeant Of Police,55
4668,1081841,Use Of Force,Unnecessary Display Of Weapon / On Duty,No Affidavit,Unknown,2016,41.7565438,-87.625213,M,Hispanic,Po/Field Trning Off,36
6860,1081841,Use Of Force,Unnecessary Display Of Weapon / On Duty,No Affidavit,Unknown,2016,41.7565438,-87.625213,M,Hispanic,Police Officer,39
29627,1069561,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2014,41.756592,-87.605706,M,White,Police Officer,39
10960,1069561,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2014,41.756592,-87.605706,M,Hispanic,Police Officer,35
4038,1076729,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2015,41.7567203,-87.5872919,M,White,Police Officer,43
11246,1076729,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2015,41.7567203,-87.5872919,M,White,Sergeant Of Police,53
26952,1089350,Use Of Force,Unnecessary Display Of Weapon / On Duty,Exonerated,Unknown,2018,41.7567867,-87.6016691,M,White,Police Officer,30
18551,1089350,Use Of Force,Unnecessary Display Of Weapon / On Duty,Unfounded,Unknown,2018,41.7567867,-87.6016691,M,Black,Police Officer,36
26363,1076248,Use Of Force, Injury,Unfounded,Unknown,2015,41.7568762,-87.6907005,M,White,Police Officer,61
6781,1059707,Use Of Force, No Injury,Unfounded,No Action Taken,2013,41.7569162,-87.5762529,M,White,Sergeant Of Police,42
28287,1074850,Use Of Force,Unnecessary Physical Contact / On Duty ,Unfounded,No Action Taken,2015,41.7570418,-87.5630238,F,Black,Police Officer,37
21921,1074850,Use Of Force,Unnecessary Physical Contact / On Duty ,Unfounded,No Action Taken,2015,41.7570418,-87.5630238,M,Black,Police Officer,40
2071,1068762,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2014,41.7570547,-87.6420726,M,White,Police Officer,39
6590,1068762,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2014,41.7570547,-87.6420726,M,Asian/Pacific,Police Officer,43
12258,1066151,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2013,41.7570571,-87.5654237,M,White,Po/Field Trning Off,36
29408,1066151,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2013,41.7570571,-87.5654237,M,White,Sergeant Of Police,36
19785,1074201,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.7570571,-87.5654237,M,White,Police Officer,37
3906,1074201,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.7570571,-87.5654237,M,White,Police Officer,40
3811,1086444,Use Of Force,Injury,Sustained,15 Day Suspension,2017,41.7574947,-87.5613114,M,Black,Po/Field Trning Off,58
19280,1065826,Use Of Force, Use Of Firearm / Off Duty ,Sustained,Violation Noted,2013,41.757506,-87.5849183,M,Black,Police Officer,36
3054,1074896,Use Of Force, Injury,Not Sustained,No Action Taken,2015,41.7575515,-87.6080598,F,Black,Po/Field Trning Off,43
2681,1074896,Use Of Force, Injury,Not Sustained,No Action Taken,2015,41.7575515,-87.6080598,F,Black,Police Officer,34
24426,1085555,Use Of Force, No Injury,No Affidavit,Unknown,2017,41.7575765,-87.6347925,M,Hispanic,Police Officer,47
32088,1066306,Use Of Force, Injury,Not Sustained,No Action Taken,2013,41.7578057,-87.556787,M,Black,Po,39
3145,1067835,Use Of Force, Injury,Unknown,Unknown,2014,41.7578672,-87.6322884,M,Black,Police Officer,51
3082,1062564,Use Of Force, Injury,Not Sustained,No Action Taken,2013,41.7578768,-87.6148082,M,Black,Police Officer,46
24261,1065710,Use Of Force,Unnecessary Physical Contact / On Duty ,Unfounded,No Action Taken,2013,41.7580288,-87.5765039,M,Black,Police Officer,46
6301,1062988,Use Of Force, Injury,Unfounded,No Action Taken,2013,41.7581821,-87.6315441,M,Black,Police Officer,57
12181,1078088,Use Of Force, Injury,No Affidavit,No Action Taken,2015,41.758232,-87.667157,M,White,Police Officer,41
17346,1082094,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.758262,-87.5876199,M,Hispanic,Police Officer,35
18872,1082094,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.758262,-87.5876199,M,Hispanic,Police Officer,42
4614,1082094,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.758262,-87.5876199,M,White,Po/Field Trning Off,43
29844,1082094,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.758262,-87.5876199,M,Black,Sergeant Of Police,45
22824,1082094,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.758262,-87.5876199,M,White,Police Officer,39
17346,1082607,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.758262,-87.5876199,M,Hispanic,Police Officer,35
18872,1082607,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.758262,-87.5876199,M,Hispanic,Police Officer,42
4614,1082607,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.758262,-87.5876199,M,White,Po/Field Trning Off,43
29844,1082607,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.758262,-87.5876199,M,Black,Sergeant Of Police,45
22824,1082607,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.758262,-87.5876199,M,White,Police Officer,39
8008,1073149,Illegal Search,Improper Search Of Vehicle,Unfounded,No Action Taken,2014,41.758342,-87.601246,M,Black,Police Officer,35
29437,1073149,Illegal Search,Improper Search Of Vehicle,Exonerated,No Action Taken,2014,41.758342,-87.601246,F,Hispanic,Police Officer,33
16606,1067595,Use Of Force, Injury,Not Sustained,No Action Taken,2014,41.758388,-87.6057742,M,Black,Police Officer,55
17145,1067595,Use Of Force, Injury,Not Sustained,No Action Taken,2014,41.758388,-87.6057742,M,Black,Police Officer,35
6983,1069586,Use Of Force,Unnecessary Display Of Weapon / On Duty,Unfounded,No Action Taken,2014,41.7585699,-87.6053546,M,Black,Police Officer,50
19834,1069586,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,No Action Taken,2014,41.7585699,-87.6053546,M,White,Police Officer,41
21562,1068785,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.7586012,-87.6135561,M,White,Police Officer,35
11114,1068785,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.7586012,-87.6135561,M,White,Po As Detective,78
3388,1068785,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.7586012,-87.6135561,F,White,Police Officer,38
9230,1059373,Use Of Force,"U Converted To C.R. (Records Keeping Only, Initial)",Unknown,No Action Taken,2013,41.758664,-87.5758983,M,White,Police Officer,51
28878,1062024,Use Of Force, No Injury,Not Sustained,No Action Taken,2013,41.7588497,-87.5761194,M,White,Police Officer,36
15941,1074595,Use Of Force, No Injury,Unknown,Unknown,2015,41.7589056,-87.5617352,M,Asian/Pacific,Police Officer,35
15957,1074595,Use Of Force, No Injury,Unknown,Unknown,2015,41.7589056,-87.5617352,M,Black,Sergeant Of Police,49
28122,1074595,Use Of Force, No Injury,Unknown,Unknown,2015,41.7589056,-87.5617352,M,White,Police Officer,38
3069,1069619,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.7589159,-87.5602231,M,Black,Police Officer,42
10432,1069619,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.7589159,-87.5602231,M,White,Police Officer,39
21859,1075916,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.7589159,-87.5602231,M,Black,Police Officer,46
25205,1075916,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.7589159,-87.5602231,M,Hispanic,Police Officer,48
29271,1075916,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.7589159,-87.5602231,F,Hispanic,Police Officer,53
30992,1081025,Use Of Force, Injury,Unknown,Unknown,2016,41.7590525,-87.5583155,M,Black,Police Officer,41
